53.131517,23.139404,addNode name=Wyszyńskiego,ref=8514,capacity=18,amenity=bicycle_rental,operator=Nextbike Polska
53.150764,23.155313,addNode name=Kombatantów,ref=8555,capacity=14,amenity=bicycle_rental,operator=Nextbike Polska
53.18066,23.18725,addNode name=Wasilków / Dolina Cisów,ref=85107,capacity=15,amenity=bicycle_rental,operator=Nextbike Polska
53.19618,23.19731,addNode name=Wasilków / Rzeka Supraśl,ref=85108,capacity=15,amenity=bicycle_rental,operator=Nextbike Polska
53.20531,23.20703,addNode name=Wasilków / Lisia Góra,ref=85109,capacity=15,amenity=bicycle_rental,operator=Nextbike Polska
